,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,credit_risk,cluster
945,0<=X<200,48,no credits/all paid,new car,8358,500<=X<1000,<1,1,male single,none,1,car,28.521378411449284,none,own,2,high qualif/self emp/mgmt,1,none,yes,good,11
131,<0,36,delayed previously,education,6887,<100,1<=X<4,4,male single,none,3,life insurance,28.521378411449284,stores,own,1,high qualif/self emp/mgmt,1,yes,yes,bad,11
508,no checking,24,existing paid,radio/tv,1413,<100,1<=X<4,4,male single,none,2,life insurance,28.521378411449284,none,own,1,high qualif/self emp/mgmt,1,none,yes,good,11
89,<0,12,no credits/all paid,repairs,1108,<100,4<=X<7,4,male single,none,3,real estate,28.521378411449284,none,own,2,high qualif/self emp/mgmt,1,none,yes,bad,11
314,>=200,4,existing paid,new car,1494,no known savings,<1,1,male single,none,2,real estate,28.521378411449284,none,own,1,high qualif/self emp/mgmt,2,none,no,good,11
832,<0,45,no credits/all paid,business,11816,<100,>=7,2,male single,none,4,car,28.521378411449284,none,rent,2,high qualif/self emp/mgmt,1,none,yes,bad,11
841,no checking,21,delayed previously,used car,2993,<100,1<=X<4,3,male single,none,2,real estate,28.521378411449284,stores,own,2,high qualif/self emp/mgmt,1,none,yes,good,11
952,0<=X<200,24,existing paid,used car,4113,500<=X<1000,<1,3,male single,none,4,car,28.521378411449284,none,rent,1,high qualif/self emp/mgmt,1,none,yes,bad,11
9,0<=X<200,30,critical/other existing credit,new car,5234,<100,unemployed,4,male single,none,2,car,28.521378411449284,none,own,2,high qualif/self emp/mgmt,1,none,yes,bad,11
825,<0,21,critical/other existing credit,new car,1602,<100,>=7,4,male single,none,3,car,28.521378411449284,none,own,2,high qualif/self emp/mgmt,1,yes,yes,good,11
935,0<=X<200,30,delayed previously,radio/tv,1919,100<=X<500,<1,4,male single,none,3,no known property,28.521378411449284,stores,own,2,high qualif/self emp/mgmt,1,none,yes,bad,11
14,<0,15,existing paid,new car,1403,<100,1<=X<4,2,male single,none,4,car,28.521378411449284,none,rent,1,high qualif/self emp/mgmt,1,none,yes,good,11
32,0<=X<200,18,existing paid,new car,5866,100<=X<500,1<=X<4,2,male single,none,2,car,28.521378411449284,none,own,2,high qualif/self emp/mgmt,1,yes,yes,good,11
50,0<=X<200,24,delayed previously,furniture/equipment,2333,no known savings,<1,4,male single,none,2,life insurance,28.521378411449284,bank,own,1,high qualif/self emp/mgmt,1,none,yes,good,11
51,0<=X<200,27,delayed previously,used car,5965,<100,>=7,1,male single,none,2,car,28.521378411449284,none,own,2,high qualif/self emp/mgmt,1,yes,yes,good,11
66,no checking,12,existing paid,radio/tv,2171,<100,<1,2,male single,none,2,car,28.521378411449284,bank,own,1,high qualif/self emp/mgmt,1,none,yes,good,11
70,no checking,36,existing paid,used car,8133,<100,1<=X<4,1,male single,none,2,life insurance,28.521378411449284,bank,own,1,high qualif/self emp/mgmt,1,none,yes,good,11
85,no checking,12,critical/other existing credit,business,1412,<100,1<=X<4,4,male single,guarantor,2,real estate,28.521378411449284,none,own,2,high qualif/self emp/mgmt,1,yes,yes,good,11
108,<0,24,existing paid,furniture/equipment,7721,no known savings,<1,1,male single,none,2,life insurance,28.521378411449284,none,own,1,high qualif/self emp/mgmt,1,yes,no,good,11
112,0<=X<200,18,existing paid,new car,6260,<100,4<=X<7,3,male single,none,3,real estate,28.521378411449284,none,rent,1,high qualif/self emp/mgmt,1,none,yes,good,11
116,<0,42,existing paid,radio/tv,7174,no known savings,4<=X<7,4,male single,none,3,car,28.521378411449284,none,own,1,high qualif/self emp/mgmt,1,yes,yes,bad,11
125,<0,12,critical/other existing credit,new car,2121,<100,1<=X<4,4,male single,none,2,life insurance,28.521378411449284,none,own,2,high qualif/self emp/mgmt,1,none,yes,good,11
127,0<=X<200,12,existing paid,repairs,639,<100,1<=X<4,4,male single,none,2,car,28.521378411449284,none,own,1,high qualif/self emp/mgmt,1,none,yes,bad,11
129,<0,12,critical/other existing credit,new car,3499,<100,1<=X<4,3,male single,co applicant,2,real estate,28.521378411449284,none,own,2,high qualif/self emp/mgmt,1,none,yes,bad,11
141,0<=X<200,36,existing paid,radio/tv,4795,<100,<1,4,male single,none,1,no known property,28.521378411449284,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good,11
145,0<=X<200,48,all paid,business,3566,100<=X<500,4<=X<7,4,male single,none,2,car,28.521378411449284,none,own,1,high qualif/self emp/mgmt,1,none,yes,good,11
148,<0,36,critical/other existing credit,furniture/equipment,5371,<100,1<=X<4,3,male single,guarantor,2,life insurance,28.521378411449284,none,own,2,high qualif/self emp/mgmt,1,none,yes,good,11
153,0<=X<200,24,critical/other existing credit,used car,7758,>=1000,>=7,2,male single,none,4,no known property,28.521378411449284,none,rent,1,high qualif/self emp/mgmt,1,none,yes,good,11
161,no checking,18,critical/other existing credit,new car,1055,<100,<1,4,male single,none,1,life insurance,28.521378411449284,none,own,2,high qualif/self emp/mgmt,1,none,yes,good,11
180,no checking,36,delayed previously,business,9572,<100,<1,1,male single,none,1,car,28.521378411449284,none,own,2,high qualif/self emp/mgmt,1,none,yes,bad,11
181,0<=X<200,36,delayed previously,business,4455,<100,1<=X<4,2,male single,none,2,real estate,28.521378411449284,stores,own,2,high qualif/self emp/mgmt,1,yes,yes,bad,11
196,no checking,6,critical/other existing credit,radio/tv,1382,<100,1<=X<4,1,male single,none,1,car,28.521378411449284,none,own,2,high qualif/self emp/mgmt,1,yes,yes,good,11
222,no checking,12,existing paid,radio/tv,707,<100,1<=X<4,4,male single,none,2,real estate,28.521378411449284,bank,own,2,high qualif/self emp/mgmt,1,none,yes,good,11
224,no checking,15,existing paid,used car,4657,<100,1<=X<4,3,male single,none,2,car,28.521378411449284,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good,11
235,<0,24,existing paid,radio/tv,1823,<100,unemployed,4,male single,none,2,car,28.521378411449284,stores,own,1,high qualif/self emp/mgmt,2,none,yes,bad,11
257,<0,12,all paid,radio/tv,2149,<100,1<=X<4,4,male single,none,1,no known property,28.521378411449284,none,for free,1,high qualif/self emp/mgmt,1,none,yes,bad,11
273,0<=X<200,48,existing paid,radio/tv,3060,<100,4<=X<7,4,male single,none,4,real estate,28.521378411449284,none,own,2,high qualif/self emp/mgmt,1,none,yes,bad,11
279,no checking,24,existing paid,radio/tv,1901,100<=X<500,1<=X<4,4,male single,none,4,car,28.521378411449284,none,rent,1,high qualif/self emp/mgmt,1,yes,yes,good,11
291,0<=X<200,36,existing paid,used car,9398,<100,<1,1,male single,none,4,car,28.521378411449284,none,rent,1,high qualif/self emp/mgmt,1,yes,yes,bad,11
320,0<=X<200,30,critical/other existing credit,new car,4249,<100,unemployed,4,male single,none,2,car,28.521378411449284,none,own,2,high qualif/self emp/mgmt,1,none,yes,bad,11
323,<0,18,existing paid,furniture/equipment,2659,>=1000,1<=X<4,4,male single,none,2,car,28.521378411449284,none,own,1,high qualif/self emp/mgmt,1,none,yes,good,11
329,0<=X<200,6,existing paid,radio/tv,1068,<100,>=7,4,male single,none,4,car,28.521378411449284,none,own,1,high qualif/self emp/mgmt,2,none,yes,good,11
338,<0,24,existing paid,furniture/equipment,4169,<100,1<=X<4,4,male single,none,4,life insurance,28.521378411449284,none,own,1,high qualif/self emp/mgmt,1,none,yes,good,11
351,0<=X<200,9,existing paid,furniture/equipment,959,<100,1<=X<4,1,male single,none,2,car,28.521378411449284,none,own,1,high qualif/self emp/mgmt,1,none,no,bad,11
353,<0,12,no credits/all paid,radio/tv,6199,<100,1<=X<4,4,male single,none,2,life insurance,28.521378411449284,none,rent,2,high qualif/self emp/mgmt,1,yes,yes,bad,11
421,0<=X<200,12,existing paid,used car,2028,no known savings,1<=X<4,4,male single,none,2,car,28.521378411449284,none,own,1,high qualif/self emp/mgmt,1,none,yes,good,11
431,0<=X<200,24,existing paid,other,11328,<100,1<=X<4,2,male single,co applicant,3,car,28.521378411449284,bank,own,2,high qualif/self emp/mgmt,1,yes,yes,bad,11
441,<0,12,existing paid,furniture/equipment,1620,<100,1<=X<4,2,male single,co applicant,3,life insurance,28.521378411449284,none,own,1,high qualif/self emp/mgmt,1,none,yes,good,11
442,0<=X<200,20,delayed previously,other,2629,<100,1<=X<4,2,male single,none,3,car,28.521378411449284,bank,own,2,high qualif/self emp/mgmt,1,yes,yes,good,11
444,0<=X<200,48,critical/other existing credit,furniture/equipment,5096,<100,1<=X<4,2,male single,none,3,car,28.521378411449284,none,own,1,high qualif/self emp/mgmt,1,yes,yes,bad,11
450,no checking,36,critical/other existing credit,used car,11054,no known savings,1<=X<4,4,male single,none,2,car,28.521378411449284,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good,11
455,no checking,24,existing paid,used car,2679,<100,<1,4,male single,none,1,no known property,28.521378411449284,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good,11
466,<0,24,delayed previously,radio/tv,1659,<100,<1,4,male single,none,2,car,28.521378411449284,none,rent,1,high qualif/self emp/mgmt,1,yes,yes,bad,11
472,<0,9,existing paid,new car,654,<100,1<=X<4,4,male single,none,3,car,28.521378411449284,none,own,1,high qualif/self emp/mgmt,1,none,yes,bad,11
483,no checking,15,delayed previously,furniture/equipment,960,>=1000,4<=X<7,3,male single,none,2,life insurance,28.521378411449284,none,own,2,high qualif/self emp/mgmt,1,none,yes,good,11
496,0<=X<200,36,existing paid,furniture/equipment,9034,100<=X<500,<1,4,male single,co applicant,1,no known property,28.521378411449284,none,rent,1,high qualif/self emp/mgmt,1,yes,yes,bad,11
499,>=200,6,critical/other existing credit,new car,1323,100<=X<500,>=7,2,male single,none,4,car,28.521378411449284,none,own,2,high qualif/self emp/mgmt,2,yes,yes,good,11
525,0<=X<200,26,existing paid,used car,7966,<100,<1,2,male single,none,3,car,28.521378411449284,none,own,2,high qualif/self emp/mgmt,1,none,yes,good,11
556,0<=X<200,18,no credits/all paid,new car,2278,100<=X<500,<1,3,male single,none,3,car,28.521378411449284,none,own,2,high qualif/self emp/mgmt,1,none,yes,bad,11
562,>=200,6,delayed previously,radio/tv,683,<100,<1,2,male single,none,1,life insurance,28.521378411449284,bank,own,1,high qualif/self emp/mgmt,1,none,yes,good,11
601,0<=X<200,9,existing paid,furniture/equipment,918,<100,1<=X<4,4,male single,none,1,life insurance,28.521378411449284,none,own,1,high qualif/self emp/mgmt,1,none,yes,bad,11
603,no checking,36,existing paid,furniture/equipment,3349,<100,1<=X<4,4,male single,none,2,car,28.521378411449284,none,own,1,high qualif/self emp/mgmt,1,yes,yes,bad,11
612,<0,21,existing paid,radio/tv,3357,>=1000,<1,4,male single,none,2,car,28.521378411449284,bank,own,1,high qualif/self emp/mgmt,1,none,yes,good,11
627,0<=X<200,9,all paid,new car,1437,100<=X<500,4<=X<7,2,male single,none,3,no known property,28.521378411449284,none,own,1,high qualif/self emp/mgmt,1,none,yes,bad,11
636,no checking,24,existing paid,radio/tv,1376,500<=X<1000,4<=X<7,4,male single,none,1,car,28.521378411449284,none,own,1,high qualif/self emp/mgmt,1,none,yes,good,11
692,0<=X<200,24,existing paid,radio/tv,2896,100<=X<500,<1,2,male single,none,1,car,28.521378411449284,none,own,1,high qualif/self emp/mgmt,1,none,yes,good,11
694,no checking,24,existing paid,radio/tv,2284,<100,4<=X<7,4,male single,none,2,car,28.521378411449284,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good,11
696,0<=X<200,12,existing paid,radio/tv,1103,<100,4<=X<7,4,male single,guarantor,3,real estate,28.521378411449284,none,own,2,high qualif/self emp/mgmt,1,none,no,good,11
700,no checking,12,existing paid,furniture/equipment,1123,500<=X<1000,1<=X<4,4,male single,none,4,car,28.521378411449284,none,rent,1,high qualif/self emp/mgmt,1,none,yes,bad,11
733,no checking,24,existing paid,used car,2603,>=1000,1<=X<4,2,male single,none,4,car,28.521378411449284,none,rent,1,high qualif/self emp/mgmt,1,yes,yes,good,11
735,0<=X<200,36,all paid,domestic appliance,3990,no known savings,<1,3,male single,none,2,no known property,28.521378411449284,bank,own,1,high qualif/self emp/mgmt,1,none,yes,good,11
744,<0,39,critical/other existing credit,furniture/equipment,14179,no known savings,4<=X<7,4,male single,none,4,life insurance,28.521378411449284,none,own,2,high qualif/self emp/mgmt,1,yes,yes,good,11
745,<0,13,critical/other existing credit,business,1797,<100,<1,3,male single,none,1,life insurance,28.521378411449284,bank,own,2,high qualif/self emp/mgmt,1,none,yes,good,11
763,no checking,21,critical/other existing credit,new car,12680,no known savings,>=7,4,male single,none,4,no known property,28.521378411449284,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,bad,11
768,0<=X<200,12,critical/other existing credit,furniture/equipment,3617,<100,>=7,1,male single,none,4,car,28.521378411449284,none,rent,3,high qualif/self emp/mgmt,1,yes,yes,good,11
840,<0,36,existing paid,furniture/equipment,5179,<100,4<=X<7,4,male single,none,2,life insurance,28.521378411449284,none,own,1,high qualif/self emp/mgmt,1,none,yes,bad,11
847,no checking,24,existing paid,new car,1249,<100,<1,4,male single,none,2,real estate,28.521378411449284,none,own,1,high qualif/self emp/mgmt,1,none,yes,good,11
857,no checking,15,critical/other existing credit,furniture/equipment,3343,<100,1<=X<4,4,male single,none,2,no known property,28.521378411449284,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,good,11
858,<0,15,existing paid,new car,3959,<100,1<=X<4,3,male single,none,2,life insurance,28.521378411449284,none,own,1,high qualif/self emp/mgmt,1,yes,yes,bad,11
861,no checking,18,delayed previously,business,2169,<100,1<=X<4,4,male single,none,2,car,28.521378411449284,none,own,1,high qualif/self emp/mgmt,1,yes,yes,bad,11
874,<0,12,existing paid,furniture/equipment,3590,<100,1<=X<4,2,male single,co applicant,2,life insurance,28.521378411449284,none,own,1,high qualif/self emp/mgmt,2,none,yes,good,11
877,no checking,36,existing paid,radio/tv,3595,<100,>=7,4,male single,none,2,car,28.521378411449284,none,own,1,high qualif/self emp/mgmt,1,none,yes,good,11
894,no checking,18,critical/other existing credit,radio/tv,1169,no known savings,1<=X<4,4,male single,none,3,life insurance,28.521378411449284,none,own,2,high qualif/self emp/mgmt,1,yes,yes,good,11
896,<0,21,existing paid,radio/tv,2606,<100,<1,4,male single,none,4,life insurance,28.521378411449284,none,rent,1,high qualif/self emp/mgmt,1,yes,yes,good,11
913,no checking,11,existing paid,business,2142,>=1000,>=7,1,male single,none,2,real estate,28.521378411449284,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good,11
920,no checking,18,critical/other existing credit,furniture/equipment,1817,<100,1<=X<4,4,male single,none,2,no known property,28.521378411449284,none,own,2,high qualif/self emp/mgmt,1,none,yes,good,11
932,no checking,9,critical/other existing credit,new car,1224,<100,1<=X<4,3,male single,none,1,real estate,28.521378411449284,none,own,2,high qualif/self emp/mgmt,1,none,yes,good,11
936,>=200,9,existing paid,radio/tv,745,<100,1<=X<4,3,male single,none,2,real estate,28.521378411449284,none,own,1,high qualif/self emp/mgmt,1,none,yes,bad,11
954,<0,12,existing paid,new car,1893,<100,1<=X<4,4,male single,guarantor,4,life insurance,28.521378411449284,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good,11
959,0<=X<200,24,existing paid,furniture/equipment,3069,100<=X<500,>=7,4,male single,none,4,no known property,28.521378411449284,none,for free,1,high qualif/self emp/mgmt,1,none,yes,good,11
960,no checking,6,critical/other existing credit,radio/tv,1740,<100,>=7,2,male single,none,2,real estate,28.521378411449284,none,rent,2,high qualif/self emp/mgmt,1,none,yes,good,11
972,<0,24,all paid,new car,1193,<100,unemployed,1,male single,co applicant,4,no known property,28.521378411449284,none,rent,2,high qualif/self emp/mgmt,1,none,yes,bad,11
982,>=200,21,existing paid,new car,2923,100<=X<500,1<=X<4,1,male single,none,1,car,28.521378411449284,bank,own,1,high qualif/self emp/mgmt,1,yes,yes,good,11
984,no checking,24,critical/other existing credit,furniture/equipment,2028,<100,4<=X<7,2,male single,none,2,life insurance,28.521378411449284,none,own,2,high qualif/self emp/mgmt,1,none,yes,good,11
988,<0,24,existing paid,used car,6579,<100,unemployed,4,male single,none,2,no known property,28.521378411449284,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,good,11
993,<0,36,existing paid,furniture/equipment,3959,<100,unemployed,4,male single,none,3,life insurance,28.521378411449284,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good,11
497,no checking,24,critical/other existing credit,furniture/equipment,1585,<100,4<=X<7,4,male single,none,3,life insurance,39.88050936802548,none,own,2,high qualif/self emp/mgmt,1,none,yes,good,13
674,no checking,21,delayed previously,business,2580,500<=X<1000,<1,4,male single,none,2,real estate,39.88050936802548,bank,own,1,high qualif/self emp/mgmt,2,none,yes,bad,13
74,<0,36,existing paid,education,1977,no known savings,>=7,4,male single,none,4,no known property,39.88050936802548,none,own,1,high qualif/self emp/mgmt,1,yes,yes,bad,13
889,no checking,28,all paid,used car,7824,no known savings,<1,3,male single,guarantor,4,real estate,39.88050936802548,bank,rent,2,high qualif/self emp/mgmt,2,yes,yes,good,13
594,<0,24,all paid,other,1358,no known savings,>=7,4,male single,none,3,car,39.88050936802548,stores,own,1,high qualif/self emp/mgmt,1,yes,yes,bad,13
529,<0,6,existing paid,new car,662,<100,<1,3,male single,none,4,real estate,39.88050936802548,none,own,1,high qualif/self emp/mgmt,2,yes,yes,good,13
642,no checking,15,existing paid,education,4623,100<=X<500,1<=X<4,3,male single,none,2,life insurance,39.88050936802548,none,own,1,high qualif/self emp/mgmt,1,yes,yes,bad,13
105,0<=X<200,24,critical/other existing credit,other,11938,<100,1<=X<4,2,male single,co applicant,3,car,39.88050936802548,none,own,2,high qualif/self emp/mgmt,2,yes,yes,bad,13
822,<0,36,existing paid,furniture/equipment,2712,<100,>=7,2,male single,none,2,life insurance,39.88050936802548,bank,own,1,high qualif/self emp/mgmt,2,none,yes,bad,13
392,<0,36,existing paid,new car,3249,<100,4<=X<7,2,male single,none,4,no known property,39.88050936802548,bank,for free,1,high qualif/self emp/mgmt,2,yes,yes,good,13
106,no checking,18,all paid,new car,6458,<100,>=7,2,male single,none,4,no known property,39.88050936802548,bank,own,2,high qualif/self emp/mgmt,2,yes,yes,bad,13
626,>=200,6,existing paid,furniture/equipment,2116,<100,1<=X<4,2,male single,none,2,real estate,39.88050936802548,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good,13
659,0<=X<200,18,critical/other existing credit,furniture/equipment,6361,<100,>=7,2,male single,none,1,no known property,39.88050936802548,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good,13
310,0<=X<200,48,existing paid,other,5381,no known savings,unemployed,3,male single,none,4,no known property,39.88050936802548,bank,for free,1,high qualif/self emp/mgmt,1,yes,yes,good,13
387,0<=X<200,18,critical/other existing credit,furniture/equipment,7374,<100,unemployed,4,male single,none,4,life insurance,39.88050936802548,stores,own,2,high qualif/self emp/mgmt,1,yes,yes,good,13
786,no checking,22,existing paid,radio/tv,2675,500<=X<1000,>=7,3,male single,none,4,car,39.88050936802548,none,own,1,high qualif/self emp/mgmt,1,none,yes,good,13
699,>=200,15,existing paid,education,1905,<100,>=7,4,male single,none,4,car,39.88050936802548,none,rent,1,high qualif/self emp/mgmt,1,yes,yes,good,13
791,no checking,24,existing paid,used car,6313,no known savings,>=7,3,male single,none,4,car,39.88050936802548,none,own,1,high qualif/self emp/mgmt,2,yes,yes,good,13
703,0<=X<200,30,delayed previously,business,2503,100<=X<500,>=7,4,male single,none,2,life insurance,39.88050936802548,stores,own,2,high qualif/self emp/mgmt,1,none,yes,good,13
919,<0,24,existing paid,furniture/equipment,3345,<100,>=7,4,male single,none,2,life insurance,39.88050936802548,none,rent,1,high qualif/self emp/mgmt,1,yes,yes,bad,13
440,no checking,12,existing paid,new car,1884,<100,>=7,4,male single,none,4,car,39.88050936802548,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good,13
443,no checking,12,existing paid,education,719,<100,>=7,4,male single,none,4,car,39.88050936802548,bank,own,1,high qualif/self emp/mgmt,2,none,yes,bad,13
568,0<=X<200,48,existing paid,radio/tv,3979,no known savings,4<=X<7,4,male single,none,1,car,39.88050936802548,none,own,2,high qualif/self emp/mgmt,2,yes,yes,good,13
656,0<=X<200,12,existing paid,new car,888,<100,>=7,4,male single,none,4,car,39.88050936802548,bank,own,1,high qualif/self emp/mgmt,2,none,yes,bad,13
716,no checking,30,critical/other existing credit,radio/tv,3077,no known savings,>=7,3,male single,none,2,car,39.88050936802548,none,own,2,high qualif/self emp/mgmt,2,yes,yes,good,13
742,no checking,21,existing paid,radio/tv,3160,no known savings,>=7,4,male single,none,3,life insurance,39.88050936802548,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good,13
76,<0,42,existing paid,radio/tv,3965,<100,<1,4,female div/dep/mar,none,3,car,34.821616358477975,none,own,1,skilled,1,none,yes,bad,14
845,0<=X<200,21,existing paid,furniture/equipment,3976,no known savings,4<=X<7,2,female div/dep/mar,none,3,car,34.821616358477975,none,own,1,skilled,1,yes,yes,good,14
247,no checking,6,no credits/all paid,new car,1204,100<=X<500,1<=X<4,4,female div/dep/mar,none,1,no known property,34.821616358477975,bank,rent,1,skilled,1,none,no,good,14
5,no checking,36,existing paid,education,9055,no known savings,1<=X<4,2,female div/dep/mar,none,4,no known property,34.821616358477975,none,for free,1,skilled,2,yes,yes,good,14
376,no checking,18,delayed previously,radio/tv,2320,<100,unemployed,2,female div/dep/mar,none,3,real estate,34.821616358477975,none,own,2,skilled,1,none,yes,good,14
991,no checking,15,all paid,radio/tv,1569,100<=X<500,>=7,4,female div/dep/mar,none,4,car,34.821616358477975,bank,own,1,skilled,2,none,yes,good,14
138,0<=X<200,15,critical/other existing credit,radio/tv,2728,no known savings,4<=X<7,4,female div/dep/mar,guarantor,2,real estate,34.821616358477975,bank,own,3,skilled,1,yes,yes,good,14
447,0<=X<200,7,existing paid,radio/tv,2576,<100,1<=X<4,2,female div/dep/mar,guarantor,2,real estate,34.821616358477975,none,own,1,skilled,1,none,yes,good,14
172,0<=X<200,24,delayed previously,furniture/equipment,2064,<100,unemployed,3,female div/dep/mar,none,2,life insurance,34.821616358477975,none,own,1,skilled,1,yes,yes,bad,14
705,no checking,15,existing paid,new car,5324,500<=X<1000,>=7,1,female div/dep/mar,none,4,no known property,34.821616358477975,none,for free,1,skilled,1,none,yes,good,14
862,<0,24,existing paid,radio/tv,2439,<100,<1,4,female div/dep/mar,none,4,real estate,34.821616358477975,none,own,1,skilled,1,yes,yes,bad,14
415,no checking,36,critical/other existing credit,used car,5842,<100,>=7,2,female div/dep/mar,none,2,life insurance,34.821616358477975,none,own,2,skilled,2,yes,yes,good,14
128,0<=X<200,12,critical/other existing credit,used car,1860,<100,unemployed,4,female div/dep/mar,none,2,car,34.821616358477975,none,own,2,skilled,1,yes,yes,good,14
552,<0,48,existing paid,radio/tv,6999,<100,4<=X<7,1,female div/dep/mar,guarantor,1,real estate,34.821616358477975,none,own,2,skilled,1,yes,yes,bad,14
97,0<=X<200,18,existing paid,business,2622,100<=X<500,1<=X<4,4,female div/dep/mar,none,4,car,34.821616358477975,none,own,1,skilled,1,none,yes,good,14
285,<0,47,existing paid,new car,10722,<100,<1,1,female div/dep/mar,none,1,real estate,34.821616358477975,none,own,1,skilled,1,yes,yes,good,14
720,>=200,9,no credits/all paid,radio/tv,1337,<100,<1,4,female div/dep/mar,none,2,car,34.821616358477975,none,own,2,skilled,1,yes,yes,bad,14
654,no checking,24,critical/other existing credit,used car,2346,<100,4<=X<7,4,female div/dep/mar,none,3,car,34.821616358477975,none,own,2,skilled,1,yes,yes,good,14
446,<0,36,existing paid,new car,1842,<100,<1,4,female div/dep/mar,none,4,car,34.821616358477975,none,own,1,skilled,1,yes,yes,bad,14
464,no checking,18,existing paid,business,1950,<100,4<=X<7,4,female div/dep/mar,none,1,car,34.821616358477975,stores,own,2,skilled,1,yes,yes,good,14
7,0<=X<200,36,existing paid,used car,6948,<100,1<=X<4,2,female div/dep/mar,none,2,car,34.821616358477975,none,rent,1,skilled,1,yes,yes,good,14
28,0<=X<200,7,existing paid,radio/tv,2415,<100,1<=X<4,3,female div/dep/mar,guarantor,2,real estate,34.821616358477975,none,own,1,skilled,1,none,yes,good,14
109,0<=X<200,14,existing paid,business,1410,500<=X<1000,>=7,1,female div/dep/mar,none,2,real estate,34.821616358477975,none,own,1,skilled,1,yes,yes,good,14
114,<0,12,existing paid,radio/tv,1680,500<=X<1000,>=7,3,female div/dep/mar,none,1,real estate,34.821616358477975,none,own,1,skilled,1,none,yes,good,14
159,no checking,6,critical/other existing credit,radio/tv,1898,no known savings,1<=X<4,1,female div/dep/mar,none,2,real estate,34.821616358477975,none,own,2,skilled,2,none,yes,good,14
191,0<=X<200,48,no credits/all paid,business,3844,100<=X<500,4<=X<7,4,female div/dep/mar,none,4,no known property,34.821616358477975,none,for free,1,skilled,2,none,yes,bad,14
195,0<=X<200,9,critical/other existing credit,education,1501,<100,>=7,2,female div/dep/mar,none,3,car,34.821616358477975,none,own,2,skilled,1,yes,yes,bad,14
232,no checking,12,existing paid,radio/tv,2141,100<=X<500,4<=X<7,3,female div/dep/mar,none,1,no known property,34.821616358477975,none,own,1,skilled,1,none,yes,good,14
238,no checking,12,critical/other existing credit,radio/tv,1291,<100,1<=X<4,4,female div/dep/mar,none,2,life insurance,34.821616358477975,none,own,2,skilled,1,none,yes,good,14
244,no checking,12,all paid,retraining,3447,500<=X<1000,1<=X<4,4,female div/dep/mar,none,3,real estate,34.821616358477975,none,own,1,skilled,2,none,yes,good,14
253,no checking,24,delayed previously,furniture/equipment,4151,100<=X<500,1<=X<4,2,female div/dep/mar,none,3,life insurance,34.821616358477975,none,own,2,skilled,1,none,yes,good,14
256,no checking,24,critical/other existing credit,radio/tv,2684,<100,1<=X<4,4,female div/dep/mar,none,2,real estate,34.821616358477975,none,own,2,skilled,1,none,yes,good,14
274,<0,30,existing paid,repairs,11998,<100,<1,1,female div/dep/mar,none,1,no known property,34.821616358477975,none,own,1,skilled,1,yes,yes,bad,14
322,<0,24,existing paid,used car,2910,<100,4<=X<7,2,female div/dep/mar,none,1,no known property,34.821616358477975,none,for free,1,skilled,1,yes,yes,good,14
324,no checking,18,critical/other existing credit,new car,1028,<100,1<=X<4,4,female div/dep/mar,none,3,real estate,34.821616358477975,none,own,2,skilled,1,none,yes,good,14
327,no checking,24,existing paid,new car,1525,>=1000,4<=X<7,4,female div/dep/mar,none,3,car,34.821616358477975,none,own,1,skilled,2,yes,yes,good,14
348,no checking,6,delayed previously,business,1743,100<=X<500,1<=X<4,1,female div/dep/mar,none,2,real estate,34.821616358477975,none,own,2,skilled,1,none,yes,good,14
411,no checking,33,critical/other existing credit,used car,7253,<100,4<=X<7,3,female div/dep/mar,none,2,car,34.821616358477975,none,own,2,skilled,1,yes,yes,good,14
414,<0,24,existing paid,new car,1381,no known savings,1<=X<4,4,female div/dep/mar,none,2,life insurance,34.821616358477975,none,own,1,skilled,1,none,yes,bad,14
423,no checking,21,delayed previously,furniture/equipment,1591,100<=X<500,4<=X<7,4,female div/dep/mar,none,3,real estate,34.821616358477975,none,own,2,skilled,1,none,yes,good,14
452,no checking,12,no credits/all paid,furniture/equipment,2759,<100,>=7,2,female div/dep/mar,none,4,life insurance,34.821616358477975,none,own,2,skilled,1,none,yes,good,14
453,no checking,24,existing paid,used car,2670,<100,>=7,4,female div/dep/mar,none,4,car,34.821616358477975,none,own,1,skilled,1,yes,yes,good,14
457,<0,12,existing paid,used car,3386,<100,>=7,3,female div/dep/mar,none,4,no known property,34.821616358477975,none,for free,1,skilled,1,yes,yes,bad,14
